FileFacts(name=PosixPath('/Users/slott/Documents/Writing/Python/Python Cookbook 2e/Modern-Python-Cookbook-Second-Edition/Chapter_08/ch08_r02.py'), modified='2019-11-17T11:27:16.648681', size=7220, checksum='c5a476f19d01f6ddfd987c0816df0684')
FileFacts(name=PosixPath('/Users/slott/Documents/Writing/Python/Python Cookbook 2e/Modern-Python-Cookbook-Second-Edition/Chapter_08/ch08_r06.py'), modified='2019-11-17T11:27:16.656740', size=4654, checksum='803a28883e43945a791d40d71bf535bb')
FileFacts(name=PosixPath('/Users/slott/Documents/Writing/Python/Python Cookbook 2e/Modern-Python-Cookbook-Second-Edition/Chapter_08/ch08_r07.py'), modified='2019-11-17T11:27:16.256512', size=1034, checksum='671e405bf4ede6a42d03b693acd932a7')
FileFacts(name=PosixPath('/Users/slott/Documents/Writing/Python/Python Cookbook 2e/Modern-Python-Cookbook-Second-Edition/Chapter_08/ch08_r08.py'), modified='2019-11-17T11:27:16.472940', size=3870, checksum='df1d165b87086058f4b310c90b15acfa')
FileFacts(name=PosixPath('/Users/slott/Documents/Writing/Python/Python Cookbook 2e/Modern-Python-Cookbook-Second-Edition/Chapter_08/__init__.py'), modified='2019-10-24T21:03:22.516262', size=0, checksum='d41d8cd98f00b204e9800998ecf8427e')
FileFacts(name=PosixPath('/Users/slott/Documents/Writing/Python/Python Cookbook 2e/Modern-Python-Cookbook-Second-Edition/Chapter_08/ch08_r09.py'), modified='2019-11-17T11:27:16.641479', size=4063, checksum='c67017f73e8038b42f92f421b7612ecd')
FileFacts(name=PosixPath('/Users/slott/Documents/Writing/Python/Python Cookbook 2e/Modern-Python-Cookbook-Second-Edition/Chapter_08/ch08_r10.py'), modified='2019-11-17T11:27:16.691177', size=2054, checksum='b1730dfe1ff8b72bfad077b56e1471a3')
FileFacts(name=PosixPath('/Users/slott/Documents/Writing/Python/Python Cookbook 2e/Modern-Python-Cookbook-Second-Edition/Chapter_08/ch08_r01.py'), modified='2019-11-17T11:27:16.178312', size=1925, checksum='70c23cf5cbdd79ce94997efc649dc845')
FileFacts(name=PosixPath('/Users/slott/Documents/Writing/Python/Python Cookbook 2e/Modern-Python-Cookbook-Second-Edition/Chapter_06/ch06_r13.py'), modified='2020-02-01T10:24:03.260780', size=4883, checksum='2cedea0d27352b9498415327cc8b39be')
FileFacts(name=PosixPath('/Users/slott/Documents/Writing/Python/Python Cookbook 2e/Modern-Python-Cookbook-Second-Edition/Chapter_06/ch06_r03.py'), modified='2020-01-26T18:42:51.093366', size=4510, checksum='94489c9b55fdde669216a58ec9c14560')
FileFacts(name=PosixPath('/Users/slott/Documents/Writing/Python/Python Cookbook 2e/Modern-Python-Cookbook-Second-Edition/Chapter_06/ch06_r07.py'), modified='2020-01-29T19:41:09.814616', size=1863, checksum='cd6fcbce2878b0506fcacf7bbb7d2a13')
FileFacts(name=PosixPath('/Users/slott/Documents/Writing/Python/Python Cookbook 2e/Modern-Python-Cookbook-Second-Edition/Chapter_06/ch06_r06.py'), modified='2020-01-29T17:27:19.063421', size=2400, checksum='85b20003fc0aa8671393aa166513d952')
FileFacts(name=PosixPath('/Users/slott/Documents/Writing/Python/Python Cookbook 2e/Modern-Python-Cookbook-Second-Edition/Chapter_06/ch06_r12.py'), modified='2020-02-01T08:14:54.236260', size=2884, checksum='57db1fd9cad3ec50d68ed104f480198d')
FileFacts(name=PosixPath('/Users/slott/Documents/Writing/Python/Python Cookbook 2e/Modern-Python-Cookbook-Second-Edition/Chapter_06/ch06_r02.py'), modified='2020-01-27T20:03:31.642098', size=1900, checksum='d9c7cb2013b6f6ba7d892ba93db811c3')
FileFacts(name=PosixPath('/Users/slott/Documents/Writing/Python/Python Cookbook 2e/Modern-Python-Cookbook-Second-Edition/Chapter_06/ch06_r09.py'), modified='2020-01-30T17:00:18.245860', size=928, checksum='e154c350aaa7a3a5d3ab8f3a2c234cfd')
FileFacts(name=PosixPath('/Users/slott/Documents/Writing/Python/Python Cookbook 2e/Modern-Python-Cookbook-Second-Edition/Chapter_06/__init__.py'), modified='2019-10-24T21:03:22.511984', size=0, checksum='d41d8cd98f00b204e9800998ecf8427e')
FileFacts(name=PosixPath('/Users/slott/Documents/Writing/Python/Python Cookbook 2e/Modern-Python-Cookbook-Second-Edition/Chapter_06/ch06_r12a.py'), modified='2020-02-29T15:06:10.463415', size=1297, checksum='a1abdd26816165b62443693cbd4f6e6d')
FileFacts(name=PosixPath('/Users/slott/Documents/Writing/Python/Python Cookbook 2e/Modern-Python-Cookbook-Second-Edition/Chapter_06/ch06_r05.py'), modified='2020-01-28T18:21:07.666183', size=2023, checksum='27937bd2d9be96b950d7ca857e9ad1af')
FileFacts(name=PosixPath('/Users/slott/Documents/Writing/Python/Python Cookbook 2e/Modern-Python-Cookbook-Second-Edition/Chapter_06/ch06_r11.py'), modified='2020-01-31T08:15:03.877734', size=5822, checksum='edac26be66c4a58d2cf0d64596f3011b')
FileFacts(name=PosixPath('/Users/slott/Documents/Writing/Python/Python Cookbook 2e/Modern-Python-Cookbook-Second-Edition/Chapter_06/ch06_r01.py'), modified='2020-01-26T18:43:44.396821', size=924, checksum='b0a371d093e6cef417f98af2efb3f047')
FileFacts(name=PosixPath('/Users/slott/Documents/Writing/Python/Python Cookbook 2e/Modern-Python-Cookbook-Second-Edition/Chapter_06/ch06_r10.py'), modified='2020-01-30T20:20:25.451845', size=3705, checksum='7d1a6e1b8212cb5199ba801c2c69ab71')
FileFacts(name=PosixPath('/Users/slott/Documents/Writing/Python/Python Cookbook 2e/Modern-Python-Cookbook-Second-Edition/Chapter_06/ch06_r04.py'), modified='2020-01-28T17:05:22.349990', size=1328, checksum='28b6100c93e9b901a90980c22dafba73')
FileFacts(name=PosixPath('/Users/slott/Documents/Writing/Python/Python Cookbook 2e/Modern-Python-Cookbook-Second-Edition/Chapter_07/ch07_r01.py'), modified='2020-02-22T08:57:02.620448', size=1935, checksum='d7a300ad5d711c6cc78075c066fab7ab')
FileFacts(name=PosixPath('/Users/slott/Documents/Writing/Python/Python Cookbook 2e/Modern-Python-Cookbook-Second-Edition/Chapter_07/ch07_r05.py'), modified='2020-02-22T08:58:02.360563', size=4442, checksum='8debe9c4c98b59494d3f208ce9ca2eba')
FileFacts(name=PosixPath('/Users/slott/Documents/Writing/Python/Python Cookbook 2e/Modern-Python-Cookbook-Second-Edition/Chapter_07/ch07_r04.py'), modified='2020-02-22T08:57:43.246145', size=1230, checksum='f6194235f0915dc91e937ae68036a089')
FileFacts(name=PosixPath('/Users/slott/Documents/Writing/Python/Python Cookbook 2e/Modern-Python-Cookbook-Second-Edition/Chapter_07/__init__.py'), modified='2019-10-24T21:03:22.514110', size=0, checksum='d41d8cd98f00b204e9800998ecf8427e')
FileFacts(name=PosixPath('/Users/slott/Documents/Writing/Python/Python Cookbook 2e/Modern-Python-Cookbook-Second-Edition/Chapter_07/ch07_r07.py'), modified='2020-02-22T08:59:32.766279', size=1882, checksum='9da10f7638f3da6183187cd3918ac7a9')
FileFacts(name=PosixPath('/Users/slott/Documents/Writing/Python/Python Cookbook 2e/Modern-Python-Cookbook-Second-Edition/Chapter_07/ch07_r03.py'), modified='2020-02-22T08:57:33.876662', size=1398, checksum='f64ffc5f2a0b6866be8db59f6723ebfd')
FileFacts(name=PosixPath('/Users/slott/Documents/Writing/Python/Python Cookbook 2e/Modern-Python-Cookbook-Second-Edition/Chapter_07/ch07_r02.py'), modified='2020-02-22T08:57:17.003042', size=4511, checksum='e11a602b4c777b36189011dd55bc921c')
FileFacts(name=PosixPath('/Users/slott/Documents/Writing/Python/Python Cookbook 2e/Modern-Python-Cookbook-Second-Edition/Chapter_07/ch07_r02_timing.py'), modified='2020-02-22T08:57:23.428825', size=580, checksum='5cac13c5b8c30292ffc2bf4e55971458')
